Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Discount,Profit
CA-2014-111003,01-06-2014,06-06-2014,Standard Class,CR-12625,OFF-AR-10002135,6,0,83.868
CA-2014-120887,27-09-2014,03-10-2014,Standard Class,TS-21205,FUR-FU-10001588,3,0,37.6422
CA-2014-167850,09-08-2014,16-08-2014,Standard Class,AG-10525,TEC-PH-10002398,2,0.2,22.298
CA-2014-167850,09-08-2014,16-08-2014,Standard Class,AG-10525,OFF-PA-10001937,3,0.2,5.4432
CA-2014-164259,28-12-2014,30-12-2014,First Class,SP-20860,OFF-AR-10003373,4,0.2,8.6744
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,FUR-CH-10002602,1,0.1,24.1568
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,TEC-MA-10002927,2,0,1995.99
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,TEC-PH-10004093,6,0,80.0226
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,TEC-AC-10000892,4,0,129.6
CA-2014-164973,04-11-2014,09-11-2014,Standard Class,NM-18445,OFF-ST-10002974,1,0,13.071
CA-2014-156601,19-09-2014,24-09-2014,Standard Class,FA-14230,OFF-FA-10000624,2,0,3.58
CA-2014-129924,12-07-2014,17-07-2014,Standard Class,AC-10420,OFF-BI-10003314,2,0.2,2.7956
CA-2014-129924,12-07-2014,17-07-2014,Standard Class,AC-10420,FUR-TA-10004575,3,0.2,-17.4588
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,OFF-AR-10000122,4,0.2,1.116
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,OFF-BI-10003656,10,0.7,-407.976
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,OFF-FA-10002780,13,0.2,10.0724
CA-2014-122336,13-04-2014,17-04-2014,Second Class,JD-15895,TEC-PH-10000702,12,0.4,8.3916
CA-2014-123344,24-09-2014,29-09-2014,Standard Class,JD-16060,OFF-ST-10001713,4,0,8.4784
US-2014-119137,23-07-2014,27-07-2014,Standard Class,AG-10900,OFF-BI-10001982,5,0.7,-5.712
US-2014-119137,23-07-2014,27-07-2014,Standard Class,AG-10900,TEC-AC-10003911,8,0.2,179.1888
US-2014-119137,23-07-2014,27-07-2014,Standard Class,AG-10900,OFF-AR-10000658,1,0.2,0.924
US-2014-119137,23-07-2014,27-07-2014,Standard Class,AG-10900,TEC-AC-10002076,10,0.2,-29.94
CA-2014-115973,24-11-2014,26-11-2014,First Class,NG-18430,OFF-AR-10004757,1,0.2,0.4264
US-2014-135972,21-09-2014,23-09-2014,Second Class,JG-15115,TEC-PH-10003012,2,0.2,27.7182
US-2014-135972,21-09-2014,23-09-2014,Second Class,JG-15115,TEC-CO-10002313,3,0,701.9883
US-2014-134971,07-06-2014,10-06-2014,Second Class,BP-11095,OFF-BI-10003982,3,0.8,-20.5623
CA-2014-113166,24-12-2014,26-12-2014,First Class,LF-17185,OFF-PA-10001947,2,0.2,3.4684
CA-2014-155208,16-04-2014,20-04-2014,Standard Class,SP-20650,OFF-AR-10003478,6,0.2,9.768
CA-2014-142048,22-06-2014,25-06-2014,First Class,JE-15745,TEC-AC-10004114,6,0.2,56.5662
CA-2014-101476,12-09-2014,13-09-2014,First Class,SD-20485,TEC-MA-10000029,1,0,30.0957
US-2014-150574,19-12-2014,25-12-2014,Standard Class,MK-18160,OFF-BI-10000773,2,0.7,-3.6892
US-2014-150574,19-12-2014,25-12-2014,Standard Class,MK-18160,TEC-AC-10002600,5,0.2,-18.585
US-2014-110674,12-02-2014,18-02-2014,Standard Class,SC-20095,FUR-CH-10000225,2,0.2,-24.294
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,OFF-ST-10002743,3,0,3.4092
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,FUR-BO-10001601,2,0.15,10.4784
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,TEC-PH-10002680,4,0.2,87.996
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,OFF-ST-10001321,6,0,24.9804
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,OFF-PA-10001509,7,0,28.819
CA-2014-144666,09-11-2014,11-11-2014,Second Class,JP-15520,OFF-PA-10003465,5,0,45.528
CA-2014-134677,06-10-2014,10-10-2014,Standard Class,XP-21865,TEC-AC-10001445,3,0,1.9089
CA-2014-127691,22-07-2014,27-07-2014,Standard Class,EM-14065,OFF-AR-10002053,2,0,1.6688
CA-2014-127691,22-07-2014,27-07-2014,Standard Class,EM-14065,TEC-AC-10002567,2,0,57.5928
CA-2014-154627,29-10-2014,31-10-2014,First Class,SA-20830,TEC-PH-10001363,6,0.2,341.994
CA-2014-133753,09-06-2014,13-06-2014,Second Class,CW-11905,TEC-PH-10000376,1,0.2,0.5994
CA-2014-133753,09-06-2014,13-06-2014,Second Class,CW-11905,TEC-AC-10000303,2,0.2,10.3974
CA-2014-133753,09-06-2014,13-06-2014,Second Class,CW-11905,OFF-AR-10001953,2,0.2,6.1572
CA-2014-113362,14-09-2014,19-09-2014,Standard Class,AJ-10960,OFF-ST-10001809,5,0,8.983
CA-2014-113362,14-09-2014,19-09-2014,Standard Class,AJ-10960,OFF-EN-10003845,3,0,5.0922
CA-2014-140795,01-02-2014,03-02-2014,First Class,BD-11500,TEC-AC-10001432,6,0,206.316
CA-2014-103849,11-05-2014,16-05-2014,Standard Class,PG-18895,TEC-AC-10001465,2,0.2,7.264
CA-2014-103849,11-05-2014,16-05-2014,Standard Class,PG-18895,TEC-PH-10002597,1,0.2,6.2995
CA-2014-103849,11-05-2014,16-05-2014,Standard Class,PG-18895,FUR-FU-10000723,4,0.6,-84.2928
CA-2014-155852,03-03-2014,07-03-2014,Second Class,AJ-10945,OFF-AR-10003560,4,0.2,3.4048
CA-2014-145576,14-09-2014,18-09-2014,Second Class,CA-12775,OFF-AP-10003914,5,0.2,1.3
CA-2014-145576,14-09-2014,18-09-2014,Second Class,CA-12775,FUR-FU-10004020,3,0.2,3.7743
CA-2014-135405,09-01-2014,13-01-2014,Standard Class,MS-17830,OFF-AR-10004078,2,0.2,1.168
CA-2014-135405,09-01-2014,13-01-2014,Standard Class,MS-17830,TEC-AC-10001266,3,0.2,9.75
CA-2014-131450,08-08-2014,15-08-2014,Standard Class,LR-16915,OFF-AP-10004708,2,0,22.0748
CA-2014-131450,08-08-2014,15-08-2014,Standard Class,LR-16915,TEC-CO-10004115,3,0.2,434.9913
CA-2014-131450,08-08-2014,15-08-2014,Standard Class,LR-16915,TEC-PH-10002398,5,0.2,55.745
CA-2014-131450,08-08-2014,15-08-2014,Standard Class,LR-16915,FUR-FU-10001979,8,0,91.7728
CA-2014-149958,15-03-2014,19-03-2014,Standard Class,AS-10240,OFF-ST-10001490,1,0.2,17.847
CA-2014-149958,15-03-2014,19-03-2014,Standard Class,AS-10240,FUR-FU-10001756,3,0.2,5.1408
CA-2014-149958,15-03-2014,19-03-2014,Standard Class,AS-10240,OFF-BI-10000773,3,0.7,-5.5338
CA-2014-149958,15-03-2014,19-03-2014,Standard Class,AS-10240,OFF-BI-10001543,4,0.7,-31.6712
CA-2014-149958,15-03-2014,19-03-2014,Standard Class,AS-10240,OFF-PA-10002120,3,0.2,47.8152
US-2014-105767,23-05-2014,27-05-2014,Standard Class,AR-10510,OFF-BI-10000848,2,0.7,-2.6256
US-2014-105767,23-05-2014,27-05-2014,Standard Class,AR-10510,OFF-AR-10001246,9,0.2,2.3814
US-2014-105767,23-05-2014,27-05-2014,Standard Class,AR-10510,TEC-PH-10003092,2,0.4,-10.1178
US-2014-111171,26-12-2014,31-12-2014,Standard Class,CA-12265,OFF-BI-10002103,5,0.8,-14.773
CA-2014-156314,24-12-2014,26-12-2014,First Class,RP-19390,FUR-FU-10003096,5,0.2,8.7285
CA-2014-157784,05-07-2014,08-07-2014,First Class,MC-17845,TEC-AC-10003911,3,0,163.1898
CA-2014-157784,05-07-2014,08-07-2014,First Class,MC-17845,OFF-LA-10001934,2,0,6.8714
CA-2014-157784,05-07-2014,08-07-2014,First Class,MC-17845,OFF-PA-10000304,3,0,9.3312
US-2014-117135,21-06-2014,23-06-2014,Second Class,NP-18325,FUR-FU-10004071,1,0,14.5614
US-2014-117135,21-06-2014,23-06-2014,Second Class,NP-18325,TEC-PH-10002033,1,0,74.0532
US-2014-117135,21-06-2014,23-06-2014,Second Class,NP-18325,OFF-ST-10002444,3,0,10.3152
CA-2014-138527,12-09-2014,17-09-2014,Standard Class,BN-11470,OFF-PA-10001800,2,0.2,3.6288
CA-2014-138527,12-09-2014,17-09-2014,Standard Class,BN-11470,OFF-AP-10001469,5,0.2,18.7695
CA-2014-138527,12-09-2014,17-09-2014,Standard Class,BN-11470,TEC-AC-10002399,1,0.2,2.2824
CA-2014-112158,02-12-2014,04-12-2014,First Class,DP-13165,TEC-AC-10003628,4,0,52.7824
CA-2014-112158,02-12-2014,04-12-2014,First Class,DP-13165,FUR-BO-10003272,5,0.2,-110.49
CA-2014-112158,02-12-2014,04-12-2014,First Class,DP-13165,OFF-BI-10000050,8,0.2,15.768
CA-2014-113887,05-04-2014,07-04-2014,First Class,TH-21550,OFF-PA-10004071,1,0,26.6304
CA-2014-153150,01-07-2014,06-07-2014,Second Class,Dl-13600,OFF-BI-10003355,5,0.2,6.972
CA-2014-130092,11-01-2014,14-01-2014,First Class,SV-20365,FUR-FU-10000010,2,0,3.0814
CA-2014-104472,02-06-2014,07-06-2014,Standard Class,CK-12325,OFF-BI-10001658,3,0.2,19.4376
CA-2014-104472,02-06-2014,07-06-2014,Standard Class,CK-12325,FUR-FU-10000246,6,0,21.996
CA-2014-117429,07-10-2014,13-10-2014,Standard Class,MR-17545,FUR-FU-10000222,5,0.2,21.112
CA-2014-132500,08-09-2014,12-09-2014,Standard Class,GZ-14470,TEC-AC-10001383,2,0,8.4966
CA-2014-112326,04-01-2014,08-01-2014,Standard Class,PO-19195,OFF-LA-10003223,3,0.2,4.2717
CA-2014-112326,04-01-2014,08-01-2014,Standard Class,PO-19195,OFF-ST-10002743,3,0.2,-64.7748
CA-2014-112326,04-01-2014,08-01-2014,Standard Class,PO-19195,OFF-BI-10004094,2,0.8,-5.487
CA-2014-124429,27-05-2014,27-05-2014,Same Day,MH-17785,FUR-TA-10002607,10,0.2,-28.356
CA-2014-124429,27-05-2014,27-05-2014,Same Day,MH-17785,OFF-ST-10001809,4,0,7.1864
CA-2014-106803,29-12-2014,02-01-2015,Standard Class,DC-13285,OFF-ST-10002444,2,0,6.8768
CA-2014-106803,29-12-2014,02-01-2015,Standard Class,DC-13285,TEC-AC-10001267,4,0,47.92
CA-2014-162775,13-01-2014,15-01-2014,Second Class,CS-12250,OFF-EN-10001990,2,0,5.3392
CA-2014-162775,13-01-2014,15-01-2014,Second Class,CS-12250,OFF-EN-10001532,3,0,25.47
CA-2014-162775,13-01-2014,15-01-2014,Second Class,CS-12250,TEC-AC-10003174,6,0,258.696
CA-2014-162775,13-01-2014,15-01-2014,Second Class,CS-12250,OFF-BI-10004187,3,0,2.7072
CA-2014-162775,13-01-2014,15-01-2014,Second Class,CS-12250,OFF-ST-10000025,6,0,34.3548
CA-2014-106810,14-05-2014,20-05-2014,Standard Class,AJ-10795,FUR-FU-10004306,2,0.2,23.316
CA-2014-165974,29-06-2014,06-07-2014,Standard Class,DL-12865,OFF-AR-10003405,7,0.2,3.6855
CA-2014-156433,20-09-2014,26-09-2014,Standard Class,ES-14020,OFF-LA-10001569,2,0,4.5816
CA-2014-156433,20-09-2014,26-09-2014,Standard Class,ES-14020,OFF-PA-10003724,4,0,10.6428
CA-2014-134313,01-11-2014,07-11-2014,Standard Class,RA-19915,OFF-AR-10001897,3,0.2,4.3176
CA-2014-134313,01-11-2014,07-11-2014,Standard Class,RA-19915,TEC-PH-10001795,4,0.2,247.996
CA-2014-151995,13-10-2014,15-10-2014,First Class,ZC-21910,OFF-AR-10003190,4,0,3.2256
CA-2014-151995,13-10-2014,15-10-2014,First Class,ZC-21910,FUR-TA-10002903,5,0,311.652
CA-2014-151995,13-10-2014,15-10-2014,First Class,ZC-21910,OFF-AP-10000240,4,0,62.0368
CA-2014-151995,13-10-2014,15-10-2014,First Class,ZC-21910,TEC-AC-10001101,2,0,2.578
CA-2014-140858,28-06-2014,02-07-2014,Standard Class,CA-12775,OFF-PA-10000304,8,0.2,14.5152
CA-2014-140858,28-06-2014,02-07-2014,Standard Class,CA-12775,OFF-BI-10003094,3,0.7,-2.4288
CA-2014-140858,28-06-2014,02-07-2014,Standard Class,CA-12775,FUR-CH-10001394,5,0.3,0
CA-2014-140858,28-06-2014,02-07-2014,Standard Class,CA-12775,OFF-BI-10004230,3,0.7,-22.7964
CA-2014-140858,28-06-2014,02-07-2014,Standard Class,CA-12775,OFF-PA-10003395,4,0.2,117.432
US-2014-102071,09-05-2014,15-05-2014,Standard Class,PG-18820,TEC-AC-10003441,4,0,4.068
US-2014-102071,09-05-2014,15-05-2014,Standard Class,PG-18820,TEC-AC-10000109,3,0,40.3128
US-2014-115987,08-09-2014,13-09-2014,Second Class,LH-17020,OFF-BI-10001071,4,0.8,-79.3352
CA-2014-107755,07-02-2014,12-02-2014,Standard Class,CK-12760,TEC-AC-10000710,7,0,49.6048
CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-PA-10001019,2,0,18.7812
CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-SU-10002537,10,0,26.598
CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-ST-10003221,2,0,5.7672
CA-2014-133851,09-06-2014,16-06-2014,Standard Class,CM-12445,OFF-SU-10001225,2,0,0.1472
CA-2014-133851,09-06-2014,16-06-2014,Standard Class,CM-12445,OFF-AR-10003752,2,0,10.626
CA-2014-149020,10-01-2014,15-01-2014,Standard Class,AJ-10780,OFF-LA-10004272,1,0,1.3583
CA-2014-149020,10-01-2014,15-01-2014,Standard Class,AJ-10780,FUR-FU-10000965,1,0,21.2954
CA-2014-136742,06-04-2014,10-04-2014,Standard Class,GP-14740,OFF-BI-10003719,6,0.7,-35.928
CA-2014-148488,10-12-2014,15-12-2014,Standard Class,SM-20005,OFF-PA-10004470,2,0,5.2256
CA-2014-148488,10-12-2014,15-12-2014,Standard Class,SM-20005,OFF-BI-10000315,7,0.2,37.2204
US-2014-158638,17-09-2014,21-09-2014,Standard Class,AG-10765,OFF-BI-10003712,4,0.7,-4.1244
CA-2014-134061,29-04-2014,04-05-2014,Standard Class,LL-16840,FUR-FU-10001424,2,0,5.9364
CA-2014-104976,09-12-2014,16-12-2014,Standard Class,CK-12760,OFF-PA-10003845,6,0,16.9932
CA-2014-144407,09-09-2014,15-09-2014,Standard Class,MS-17365,OFF-LA-10003923,7,0,51.8
US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,FUR-TA-10001520,2,0.3,-18.5562
US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,FUR-CH-10003379,4,0.3,-56.996
US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,OFF-BI-10002706,3,0.8,-14.5656
CA-2014-138296,05-12-2014,12-12-2014,Standard Class,RC-19825,OFF-ST-10002444,2,0,6.8768
CA-2014-132962,13-09-2014,16-09-2014,First Class,JM-15535,OFF-PA-10003543,3,0.2,5.4432
CA-2014-132962,13-09-2014,16-09-2014,First Class,JM-15535,TEC-AC-10004353,5,0.2,53.55
CA-2014-127488,22-09-2014,24-09-2014,Second Class,MS-17365,OFF-LA-10001613,2,0.2,1.6704
CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,FUR-FU-10001095,6,0.2,28.5984
CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,TEC-PH-10004614,3,0.4,-31.05
CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,OFF-BI-10001575,2,0.7,-13.6312
CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,OFF-LA-10001074,3,0.2,10.1493
CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,OFF-AR-10000034,1,0.2,0.8056
CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,TEC-PH-10000560,2,0.2,55.9984
CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,FUR-CH-10000665,5,0.2,75.49
CA-2014-117639,21-05-2014,25-05-2014,Standard Class,MW-18235,OFF-BI-10003925,7,0,1276.4871
CA-2014-117639,21-05-2014,25-05-2014,Standard Class,MW-18235,TEC-PH-10001530,3,0,173.0316
CA-2014-158540,24-11-2014,26-11-2014,First Class,VG-21790,FUR-FU-10001602,4,0,27.3096
CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,OFF-PA-10000474,5,0,83.284
CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,TEC-PH-10003885,3,0,57.4113
CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,FUR-CH-10003379,3,0,213.735
CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,FUR-FU-10000629,9,0,52.1262
CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,OFF-LA-10001175,5,0,7.056
CA-2014-139192,27-05-2014,01-06-2014,Second Class,LC-16885,TEC-PH-10000486,12,0.2,125.2692
CA-2014-139192,27-05-2014,01-06-2014,Second Class,LC-16885,TEC-AC-10001606,1,0,37.9962
CA-2014-159338,25-06-2014,28-06-2014,First Class,NS-18640,FUR-TA-10004147,5,0.2,11.196
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,TEC-PH-10001061,7,0,181.9818
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,OFF-AR-10002375,7,0,6.6584
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,FUR-FU-10003194,4,0,11.58
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,OFF-AR-10003811,3,0,1.7901
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,OFF-EN-10001539,3,0,10.9698
US-2014-147627,20-01-2014,26-01-2014,Standard Class,HL-15040,FUR-CH-10002331,3,0,224.2674
CA-2014-146969,29-09-2014,03-10-2014,Standard Class,AP-10915,FUR-FU-10004188,2,0,53.196
CA-2014-146969,29-09-2014,03-10-2014,Standard Class,AP-10915,OFF-FA-10001561,4,0,2.8776
CA-2014-146969,29-09-2014,03-10-2014,Standard Class,AP-10915,OFF-PA-10002105,1,0,3.1104
CA-2014-146969,29-09-2014,03-10-2014,Standard Class,AP-10915,TEC-MA-10004241,2,0.2,223.054
CA-2014-146969,29-09-2014,03-10-2014,Standard Class,AP-10915,OFF-ST-10004340,1,0,16.7886
CA-2014-136567,20-12-2014,21-12-2014,First Class,PS-19045,OFF-ST-10004337,2,0,0
CA-2014-136567,20-12-2014,21-12-2014,First Class,PS-19045,FUR-TA-10001932,7,0,493.7856
CA-2014-136567,20-12-2014,21-12-2014,First Class,PS-19045,OFF-BI-10003982,3,0,29.2857
CA-2014-136567,20-12-2014,21-12-2014,First Class,PS-19045,FUR-TA-10000617,2,0,100.122
CA-2014-126522,01-09-2014,05-09-2014,Second Class,LT-16765,OFF-AR-10004042,3,0,15.6426
CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,TEC-PH-10004700,1,0,4.5954
CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,OFF-BI-10004593,3,0.2,40.872
CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,OFF-BI-10003429,5,0.2,9.1785
CA-2014-117709,04-05-2014,08-05-2014,Standard Class,PM-18940,OFF-BI-10001294,4,0,21.06
US-2014-100279,10-03-2014,14-03-2014,Standard Class,SW-20275,OFF-PA-10002259,2,0,10.7424
CA-2014-158064,21-04-2014,25-04-2014,Standard Class,AA-10375,OFF-BI-10002976,5,0.2,5.5755
CA-2014-120243,27-12-2014,30-12-2014,Second Class,AT-10435,OFF-LA-10004425,4,0,5.4332
CA-2014-128146,21-06-2014,25-06-2014,Standard Class,DB-13060,TEC-PH-10004539,7,0,357.1911
CA-2014-128146,21-06-2014,25-06-2014,Standard Class,DB-13060,OFF-AR-10001919,2,0,1.0904
CA-2014-127131,24-11-2014,30-11-2014,Standard Class,HR-14830,OFF-BI-10004656,7,0.2,4.2336
CA-2014-127131,24-11-2014,30-11-2014,Standard Class,HR-14830,OFF-ST-10002344,6,0,9.7176
CA-2014-127131,24-11-2014,30-11-2014,Standard Class,HR-14830,OFF-PA-10001800,4,0,12.4416
